Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
2013,11,6,18,30,23.8,0.06,0.246,0.67,0,0,0,0,0,7,0,0,0,0,0.265,34.05,93.72,0.92,0.14,954,2.1,298,4.6,,,,,,,,,,,,,,,,,,
2013,11,6,19,30,22.3,0.06,0.232,0.67,0,0,0,0,0,7.4,0,0,0,0,0.265,38.26,106.73,0.92,0.14,955,2.1,299,3.8,,,,,,,,,,,,,,,,,,
2013,11,6,20,30,21.2,0.06,0.214,0.67,0,0,0,0,0,7.6,0,0,0,0,0.265,41.48,119.99,0.92,0.14,956,2.1,300,3.5,,,,,,,,,,,,,,,,,,
2013,11,6,21,30,20.3,0.05,0.207,0.67,0,0,0,0,0,7.7,0,0,0,0,0.264,44.17,133.34,0.92,0.14,956,2.2,303,3.5,,,,,,,,,,,,,,,,,,
2013,11,6,22,30,19.6,0.05,0.221,0.67,0,0,0,0,0,7.9,0,0,0,0,0.263,46.63,146.59,0.92,0.14,957,2.2,309,3.6,,,,,,,,,,,,,,,,,,
2013,11,6,23,30,18.9,0.04,0.247,0.67,0,0,0,0,0,8.1,0,0,0,0,0.262,49.64,159.21,0.92,0.14,957,2.3,315,3.6,,,,,,,,,,,,,,,,,,
2013,11,7,0,30,18.2,0.05,0.266,0.67,0,0,0,0,0,8.7,0,0,0,0,0.262,53.94,168.52,0.92,0.14,957,2.3,317,3.4,,,,,,,,,,,,,,,,,,
2013,11,7,1,30,17.6,0.07,0.275,0.67,0,0,0,0,0,9.6,0,0,0,0,0.261,59.49,165.24,0.92,0.14,957,2.3,317,3.4,,,,,,,,,,,,,,,,,,
2013,11,7,2,30,17.1,0.09,0.274,0.67,0,0,0,0,0,10.5,0,0,0,0,0.261,65.31,153.74,0.93,0.14,957,2.2,316,3.7,,,,,,,,,,,,,,,,,,
2013,11,7,3,30,16.6,0.11,0.252,0.67,0,0,0,0,0,11.3,0,0,0,0,0.261,71.02,140.72,0.93,0.14,957,2.1,317,3.9,,,,,,,,,,,,,,,,,,
2013,11,7,4,30,16.1,0.14,0.209,0.67,0,0,0,0,0,12,0,0,0,0,0.261,76.48,127.4,0.93,0.14,957,2,319,4,,,,,,,,,,,,,,,,,,
2013,11,7,5,30,15.6,0.18,0.166,0.67,0,0,0,0,0,12.5,0,0,0,0,0.262,81.86,114.08,0.93,0.14,957,2,322,4,,,,,,,,,,,,,,,,,,
2013,11,7,6,30,15.3,0.21,0.14,0.67,0,0,0,0,0,13,0,0,0,0,0.261,85.96,100.93,0.94,0.14,958,1.9,324,4.1,,,,,,,,,,,,,,,,,,
2013,11,7,7,30,15.8,0.22,0.135,0.67,17,34,18,0,0,13.3,17,34,0,18,0.261,85.2,87.84,0.94,0.14,958,1.9,328,4.8,,,,,,,,,,,,,,,,,,
2013,11,7,8,30,18,0.22,0.138,0.67,80,468,194,0,0,13.6,80,468,0,194,0.26,75.37,75.78,0.94,0.14,959,1.8,336,6.5,,,,,,,,,,,,,,,,,,
2013,11,7,9,30,20.4,0.21,0.14,0.67,110,670,399,0,0,13.1,110,670,0,399,0.259,62.9,64.44,0.94,0.14,960,1.8,346,7.3,,,,,,,,,,,,,,,,,,
2013,11,7,10,30,22.5,0.2,0.143,0.67,128,770,574,0,0,12.1,128,770,0,574,0.258,51.85,54.59,0.93,0.14,960,1.7,352,7.2,,,,,,,,,,,,,,,,,,
2013,11,7,11,30,24.3,0.2,0.141,0.67,137,826,698,0,0,10.9,137,826,0,698,0.258,42.88,47.22,0.93,0.14,960,1.6,355,6.9,,,,,,,,,,,,,,,,,,
2013,11,7,12,30,25.7,0.17,0.158,0.67,149,827,747,0,0,9.4,149,827,0,747,0.258,35.75,43.61,0.92,0.14,959,1.6,357,6.7,,,,,,,,,,,,,,,,,,
2013,11,7,13,30,26.6,0.14,0.177,0.67,158,800,726,0,0,8,158,800,0,726,0.258,30.71,44.69,0.92,0.14,958,1.6,358,6.6,,,,,,,,,,,,,,,,,,
2013,11,7,14,30,26.9,0.11,0.194,0.67,159,748,638,0,0,6.8,159,748,0,638,0.258,27.85,50.16,0.92,0.14,958,1.5,358,6.6,,,,,,,,,,,,,,,,,,
2013,11,7,15,30,26.5,0.09,0.207,0.67,149,655,488,0,0,6.1,149,655,0,488,0.259,27.27,58.8,0.92,0.14,958,1.5,358,6.6,,,,,,,,,,,,,,,,,,
2013,11,7,16,30,25.5,0.07,0.213,0.67,122,494,296,0,0,6,122,494,0,296,0.259,28.61,69.42,0.92,0.14,958,1.5,359,6.3,,,,,,,,,,,,,,,,,,
2013,11,7,17,30,23.6,0.07,0.214,0.67,66,192,95,0,0,6.3,66,192,0,95,0.26,32.79,81.19,0.92,0.14,959,1.5,270,5.3,,,,,,,,,,,,,,,,,,
2013,11,7,18,30,21.3,0.08,0.204,0.67,0,0,0,0,0,6.9,0,0,0,0,0.26,39.39,93.84,0.92,0.14,960,1.5,2,3.7,,,,,,,,,,,,,,,,,,
2013,11,7,19,30,20,0.1,0.186,0.67,0,0,0,0,0,7.5,0,0,0,0,0.26,44.33,106.83,0.92,0.14,960,1.5,4,3.5,,,,,,,,,,,,,,,,,,
2013,11,7,20,30,19.1,0.12,0.169,0.67,0,0,0,0,0,7.8,0,0,0,0,0.26,47.88,120.09,0.92,0.14,961,1.5,7,3.5,,,,,,,,,,,,,,,,,,
2013,11,7,21,30,18.1,0.14,0.16,0.67,0,0,0,0,0,8,0,0,0,0,0.259,51.68,133.44,0.92,0.14,961,1.5,9,3.7,,,,,,,,,,,,,,,,,,
2013,11,7,22,30,17.2,0.15,0.156,0.67,0,0,0,0,0,8.3,0,0,0,0,0.259,55.85,146.7,0.93,0.14,962,1.5,11,3.8,,,,,,,,,,,,,,,,,,
2013,11,7,23,30,16.2,0.17,0.147,0.67,0,0,0,0,0,8.8,0,0,0,0,0.258,61.7,159.37,0.93,0.14,962,1.5,10,3.6,,,,,,,,,,,,,,,,,,
2013,11,8,0,30,15.3,0.21,0.13,0.67,0,0,0,0,0,9.6,0,0,0,0,0.257,68.72,168.8,0.93,0.14,962,1.5,94,3.3,,,,,,,,,,,,,,,,,,
2013,11,8,1,30,14.6,0.27,0.11,0.67,0,0,0,0,0,10.4,0,0,0,0,0.257,75.93,165.47,0.94,0.14,961,1.4,357,3.3,,,,,,,,,,,,,,,,,,
2013,11,8,2,30,14.1,0.34,0.095,0.67,0,0,0,0,0,11.2,0,0,0,0,0.256,82.49,153.89,0.94,0.14,961,1.4,352,3.4,,,,,,,,,,,,,,,,,,
2013,11,8,3,30,13.6,0.4,0.087,0.67,0,0,0,0,0,11.8,0,0,0,0,0.255,88.85,140.85,0.95,0.14,961,1.3,348,3.6,,,,,,,,,,,,,,,,,,
2013,11,8,4,30,13.3,0.43,0.089,0.67,0,0,0,0,0,12.3,0,0,0,0,0.255,93.62,127.53,0.95,0.14,961,1.4,346,3.8,,,,,,,,,,,,,,,,,,
2013,11,8,5,30,13.1,0.45,0.098,0.67,0,0,0,0,0,12.6,0,0,0,0,0.255,96.96,114.21,0.96,0.14,961,1.4,348,4,,,,,,,,,,,,,,,,,,
2013,11,8,6,30,13.2,0.46,0.104,0.67,0,0,0,0,0,12.8,0,0,0,0,0.255,97.53,101.07,0.96,0.14,962,1.5,351,4.2,,,,,,,,,,,,,,,,,,
2013,11,8,7,30,14.1,0.46,0.102,0.67,17,70,20,0,0,12.9,17,70,0,20,0.255,92.5,87.98,0.96,0.14,962,1.5,267,4.7,,,,,,,,,,,,,,,,,,
2013,11,8,8,30,16.4,0.46,0.093,0.67,66,560,202,0,0,13,66,560,0,202,0.255,80.26,75.95,0.95,0.14,963,1.6,8,5.6,,,,,,,,,,,,,,,,,,
2013,11,8,9,30,19.1,0.46,0.087,0.67,87,759,412,0,0,12.7,87,759,0,412,0.256,66.26,64.65,0.94,0.14,963,1.6,23,6.2,,,,,,,,,,,,,,,,,,
2013,11,8,10,30,21.2,0.45,0.092,0.67,102,838,585,0,0,12.3,102,838,0,585,0.257,56.7,54.83,0.94,0.14,963,1.7,33,6.2,,,,,,,,,,,,,,,,,,
2013,11,8,11,30,22.8,0.46,0.097,0.67,112,878,705,0,0,11.9,112,878,0,705,0.258,50.31,47.49,0.94,0.14,963,1.7,38,5.9,,,,,,,,,,,,,,,,,,
2013,11,8,12,30,23.8,0.47,0.101,0.67,116,891,759,0,0,11.5,116,891,0,759,0.259,46.14,43.9,0.93,0.14,962,1.7,41,5.6,,,,,,,,,,,,,,,,,,
2013,11,8,13,30,24.7,0.46,0.103,0.67,116,884,742,0,0,11.2,116,884,0,742,0.259,42.67,44.97,0.93,0.14,961,1.7,42,5.3,,,,,,,,,,,,,,,,,,
2013,11,8,14,30,25,0.44,0.099,0.67,109,859,657,0,0,10.8,109,859,0,657,0.26,40.98,50.4,0.93,0.14,961,1.7,41,5.2,,,,,,,,,,,,,,,,,,
2013,11,8,15,30,24.9,0.41,0.099,0.67,99,795,508,0,0,10.5,99,795,0,508,0.26,40.26,59,0.92,0.14,961,1.7,40,5.1,,,,,,,,,,,,,,,,,,
2013,11,8,16,30,24.2,0.37,0.101,0.67,82,664,314,0,0,10.1,82,664,0,314,0.26,41.03,69.58,0.92,0.14,961,1.7,38,4.9,,,,,,,,,,,,,,,,,,
2013,11,8,17,30,22.6,0.33,0.107,0.67,51,361,105,0,0,9.9,51,361,0,105,0.26,44.56,81.33,0.92,0.14,961,1.7,38,4.2,,,,,,,,,,,,,,,,,,
2013,11,8,18,30,20.3,0.3,0.112,0.67,0,0,0,0,0,9.9,0,0,0,0,0.26,51.39,93.96,0.92,0.14,962,1.6,37,2.8,,,,,,,,,,,,,,,,,,
2013,11,8,19,30,19.2,0.27,0.116,0.67,0,0,0,0,0,10,0,0,0,0,0.261,55.35,106.94,0.92,0.14,963,1.6,36,2.8,,,,,,,,,,,,,,,,,,
2013,11,8,20,30,18.3,0.27,0.12,0.67,0,0,0,0,0,10.1,0,0,0,0,0.261,58.71,120.18,0.92,0.14,963,1.6,34,2.8,,,,,,,,,,,,,,,,,,
2013,11,8,21,30,17.4,0.27,0.125,0.67,0,0,0,0,0,10.1,0,0,0,0,0.261,62.23,133.53,0.92,0.14,963,1.5,32,2.9,,,,,,,,,,,,,,,,,,
2013,11,8,22,30,16.7,0.28,0.131,0.67,0,0,0,0,0,10.1,0,0,0,0,0.261,65.19,146.8,0.92,0.14,963,1.5,31,3,,,,,,,,,,,,,,,,,,
2013,11,8,23,30,16,0.28,0.138,0.67,0,0,0,0,0,10.2,0,0,0,0,0.26,68.55,159.51,0.92,0.14,963,1.5,29,3.1,,,,,,,,,,,,,,,,,,
2013,11,9,0,30,15.2,0.28,0.144,0.67,0,0,0,0,0,10.4,0,0,0,0,0.26,73.23,169.06,0.92,0.14,963,1.5,28,3.2,,,,,,,,,,,,,,,,,,
2013,11,9,1,30,14.5,0.27,0.147,0.67,0,0,0,0,0,10.9,0,0,0,0,0.26,78.76,165.69,0.92,0.14,963,1.5,26,3.1,,,,,,,,,,,,,,,,,,
2013,11,9,2,30,13.9,0.27,0.147,0.67,0,0,0,0,0,11.4,0,0,0,0,0.261,84.72,154.04,0.92,0.14,963,1.4,24,3,,,,,,,,,,,,,,,,,,
2013,11,9,3,30,13.3,0.27,0.143,0.67,0,0,0,0,0,11.9,0,0,0,0,0.261,91.02,140.98,0.92,0.14,963,1.4,21,2.8,,,,,,,,,,,,,,,,,,
2013,11,9,4,30,12.8,0.28,0.138,0.67,0,0,0,0,0,12.2,0,0,0,0,0.261,96.43,127.65,0.93,0.14,962,1.4,19,2.6,,,,,,,,,,,,,,,,,,
2013,11,9,5,30,12.5,0.28,0.134,0.67,0,0,0,0,0,12.5,0,0,0,0,0.262,100,114.34,0.93,0.14,963,1.4,18,2.5,,,,,,,,,,,,,,,,,,
2013,11,9,6,30,12.4,0.29,0.13,0.67,0,0,0,0,0,12.4,0,0,0,0,0.262,100,101.21,0.93,0.14,963,1.4,17,2.4,,,,,,,,,,,,,,,,,,
2013,11,9,7,30,13.1,0.29,0.126,0.67,15,35,17,0,0,12.6,15,35,0,17,0.262,96.59,88.12,0.93,0.14,963,1.4,16,2.8,,,,,,,,,,,,,,,,,,
2013,11,9,8,30,15.5,0.28,0.123,0.67,74,496,193,0,0,12.6,74,496,0,193,0.263,83.03,76.13,0.93,0.14,964,1.4,22,3.4,,,,,,,,,,,,,,,,,,
2013,11,9,9,30,19,0.27,0.12,0.67,101,707,401,0,0,11.8,101,707,0,401,0.263,63.18,64.85,0.93,0.14,964,1.4,44,3.3,,,,,,,,,,,,,,,,,,
2013,11,9,10,30,21.4,0.26,0.118,0.67,116,807,578,0,0,10.8,116,807,0,578,0.263,50.94,55.07,0.93,0.14,964,1.4,56,2.7,,,,,,,,,,,,,,,,,,
2013,11,9,11,30,23,0.23,0.123,0.67,128,849,698,0,0,10,128,849,0,698,0.263,43.8,47.76,0.93,0.14,964,1.4,60,2.4,,,,,,,,,,,,,,,,,,
2013,11,9,12,30,24.3,0.21,0.123,0.67,131,865,752,0,0,9.2,131,865,0,752,0.264,38.32,44.18,0.93,0.14,963,1.5,57,2.3,,,,,,,,,,,,,,,,,,
2013,11,9,13,30,25.3,0.2,0.122,0.67,129,860,735,0,0,8.4,129,860,0,735,0.264,34.14,45.24,0.92,0.14,962,1.5,52,2.5,,,,,,,,,,,,,,,,,,
2013,11,9,14,30,25.8,0.19,0.122,0.67,123,829,649,0,0,7.6,123,829,0,649,0.264,31.51,50.64,0.92,0.14,961,1.5,49,2.8,,,,,,,,,,,,,,,,,,
2013,11,9,15,30,25.8,0.19,0.121,0.67,111,762,501,0,0,7.1,111,762,0,501,0.264,30.31,59.2,0.92,0.14,961,1.5,47,3.2,,,,,,,,,,,,,,,,,,
2013,11,9,16,30,25.1,0.2,0.122,0.67,91,625,308,0,0,6.8,91,625,0,308,0.263,30.93,69.74,0.92,0.14,961,1.5,47,3.3,,,,,,,,,,,,,,,,,,
2013,11,9,17,30,23.3,0.19,0.121,0.67,54,323,101,0,0,6.7,54,323,0,101,0.263,34.42,81.46,0.92,0.14,961,1.5,50,2.9,,,,,,,,,,,,,,,,,,
2013,11,9,18,30,20.6,0.19,0.118,0.67,0,0,0,0,0,7.2,0,0,0,0,0.263,41.78,94.07,0.92,0.14,961,1.5,55,2.2,,,,,,,,,,,,,,,,,,
2013,11,9,19,30,19.4,0.19,0.114,0.67,0,0,0,0,0,7.8,0,0,0,0,0.263,47.06,107.03,0.92,0.14,962,1.4,56,2.6,,,,,,,,,,,,,,,,,,
2013,11,9,20,30,18.2,0.2,0.111,0.67,0,0,0,0,0,8.4,0,0,0,0,0.263,52.6,120.27,0.92,0.14,962,1.4,55,2.5,,,,,,,,,,,,,,,,,,
2013,11,9,21,30,17.2,0.21,0.106,0.67,0,0,0,0,0,8.7,0,0,0,0,0.263,57.41,133.62,0.92,0.14,963,1.4,53,2.1,,,,,,,,,,,,,,,,,,
2013,11,9,22,30,16.2,0.22,0.102,0.67,0,0,0,0,0,8.9,0,0,0,0,0.262,62.01,146.9,0.92,0.14,963,1.4,52,1.8,,,,,,,,,,,,,,,,,,
2013,11,9,23,30,15.4,0.23,0.098,0.67,0,0,0,0,0,9,0,0,0,0,0.262,65.7,159.65,0.92,0.14,962,1.3,51,1.6,,,,,,,,,,,,,,,,,,
2013,11,10,0,30,14.7,0.25,0.095,0.67,0,0,0,0,0,9,0,0,0,0,0.262,68.88,169.32,0.92,0.14,962,1.3,51,1.4,,,,,,,,,,,,,,,,,,
2013,11,10,1,30,14.1,0.26,0.093,0.67,0,0,0,0,0,9,0,0,0,0,0.261,71.47,165.91,0.92,0.14,962,1.3,51,1.3,,,,,,,,,,,,,,,,,,
2013,11,10,2,30,13.5,0.27,0.091,0.67,0,0,0,0,0,9,0,0,0,0,0.26,74.05,154.19,0.92,0.14,962,1.3,52,1.2,,,,,,,,,,,,,,,,,,
2013,11,10,3,30,13,0.29,0.089,0.67,0,0,0,0,0,8.9,0,0,0,0,0.26,76.14,141.11,0.92,0.14,961,1.3,53,1.1,,,,,,,,,,,,,,,,,,
2013,11,10,4,30,12.6,0.31,0.088,0.67,0,0,0,0,0,8.8,0,0,0,0,0.26,77.88,127.77,0.92,0.14,961,1.3,55,1,,,,,,,,,,,,,,,,,,
2013,11,10,5,30,12.3,0.33,0.086,0.67,0,0,0,0,0,8.8,0,0,0,0,0.261,79.34,114.47,0.92,0.14,962,1.3,57,0.9,,,,,,,,,,,,,,,,,,
2013,11,10,6,30,12.2,0.35,0.085,0.67,0,0,0,0,0,8.8,0,0,0,0,0.261,79.83,101.35,0.92,0.14,962,1.3,60,0.8,,,,,,,,,,,,,,,,,,
2013,11,10,7,30,12.9,0.36,0.084,0.67,15,71,17,0,0,8.9,15,71,0,17,0.26,76.42,88.27,0.92,0.14,963,1.3,68,0.7,,,,,,,,,,,,,,,,,,
2013,11,10,8,30,15.3,0.37,0.082,0.67,62,576,199,0,0,8.9,62,576,0,199,0.26,65.54,76.3,0.92,0.14,963,1.3,85,1,,,,,,,,,,,,,,,,,,
2013,11,10,9,30,18.7,0.38,0.081,0.67,84,770,409,0,0,8.8,84,770,0,409,0.259,52.46,65.06,0.92,0.14,963,1.3,105,1.4,,,,,,,,,,,,,,,,,,
2013,11,10,10,30,21.5,0.38,0.08,0.67,96,861,586,0,0,8.1,96,861,0,586,0.258,42.23,55.31,0.92,0.14,963,1.3,97,1.4,,,,,,,,,,,,,,,,,,
2013,11,10,11,30,23.3,0.38,0.077,0.67,102,909,709,0,0,7.2,102,909,0,709,0.257,35.46,48.03,0.92,0.14,963,1.3,93,1.2,,,,,,,,,,,,,,,,,,
2013,11,10,12,30,24.6,0.39,0.074,0.67,103,929,766,0,0,6.2,103,929,0,766,0.256,30.69,44.47,0.92,0.14,962,1.3,97,1.2,,,,,,,,,,,,,,,,,,
2013,11,10,13,30,25.6,0.39,0.071,0.67,101,928,751,0,0,5.3,101,928,0,751,0.255,27.11,45.51,0.92,0.14,960,1.3,99,1.2,,,,,,,,,,,,,,,,,,
2013,11,10,14,30,26.3,0.4,0.069,0.67,95,904,665,0,0,4.5,95,904,0,665,0.256,24.59,50.87,0.92,0.14,959,1.3,101,1.4,,,,,,,,,,,,,,,,,,
2013,11,10,15,30,26.4,0.4,0.067,0.67,85,848,517,0,0,3.9,85,848,0,517,0.257,23.53,59.39,0.92,0.14,959,1.3,102,1.5,,,,,,,,,,,,,,,,,,
2013,11,10,16,30,25.9,0.4,0.065,0.67,70,734,322,0,0,3.5,70,734,0,322,0.259,23.58,69.9,0.92,0.14,958,1.3,103,1.7,,,,,,,,,,,,,,,,,,
2013,11,10,17,30,24.1,0.4,0.065,0.67,43,454,110,0,0,3.4,43,454,0,110,0.26,26.08,81.59,0.92,0.14,959,1.3,106,1.8,,,,,,,,,,,,,,,,,,
2013,11,10,18,30,21,0.4,0.065,0.67,0,0,0,0,0,3.9,0,0,0,0,0.261,32.51,94.17,0.92,0.14,959,1.3,114,1.6,,,,,,,,,,,,,,,,,,
2013,11,10,19,30,19.6,0.39,0.067,0.67,0,0,0,0,0,4.6,0,0,0,0,0.262,37.36,107.12,0.92,0.14,960,1.4,124,2,,,,,,,,,,,,,,,,,,
2013,11,10,20,30,18.4,0.39,0.069,0.67,0,0,0,0,0,5.2,0,0,0,0,0.262,41.76,120.35,0.92,0.14,960,1.4,133,2,,,,,,,,,,,,,,,,,,
2013,11,10,21,30,17.4,0.38,0.071,0.67,0,0,0,0,0,5.4,0,0,0,0,0.262,45.32,133.7,0.92,0.14,960,1.4,144,1.8,,,,,,,,,,,,,,,,,,
2013,11,10,22,30,16.5,0.37,0.073,0.67,0,0,0,0,0,5.6,0,0,0,0,0.261,48.34,146.99,0.92,0.14,960,1.4,154,1.6,,,,,,,,,,,,,,,,,,
2013,11,10,23,30,15.7,0.36,0.075,0.67,0,0,0,0,0,5.6,0,0,0,0,0.262,50.97,159.78,0.92,0.14,960,1.4,165,1.5,,,,,,,,,,,,,,,,,,
2013,11,11,0,30,15.1,0.35,0.077,0.67,0,0,0,0,0,5.5,0,0,0,0,0.262,52.85,169.57,0.92,0.14,959,1.4,174,1.4,,,,,,,,,,,,,,,,,,
2013,11,11,1,30,14.5,0.33,0.078,0.67,0,0,0,0,0,5.5,0,0,0,0,0.262,54.71,166.13,0.92,0.14,959,1.4,184,1.3,,,,,,,,,,,,,,,,,,
2013,11,11,2,30,14,0.33,0.079,0.67,0,0,0,0,0,5.4,0,0,0,0,0.262,56.17,154.33,0.92,0.14,959,1.4,198,1.3,,,,,,,,,,,,,,,,,,
2013,11,11,3,30,13.6,0.32,0.081,0.67,0,0,0,0,0,5.3,0,0,0,0,0.263,57.2,141.23,0.92,0.14,959,1.4,213,1.4,,,,,,,,,,,,,,,,,,
2013,11,11,4,30,13.2,0.31,0.081,0.67,0,0,0,0,0,5.2,0,0,0,0,0.264,58.17,127.9,0.92,0.14,958,1.4,221,1.5,,,,,,,,,,,,,,,,,,
2013,11,11,5,30,12.9,0.31,0.081,0.67,0,0,0,0,0,5.1,0,0,0,0,0.265,58.92,114.59,0.92,0.14,958,1.4,226,1.6,,,,,,,,,,,,,,,,,,
2013,11,11,6,30,12.7,0.31,0.081,0.67,0,0,0,0,0,5,0,0,0,0,0.266,59.42,101.49,0.92,0.14,959,1.4,230,1.8,,,,,,,,,,,,,,,,,,
2013,11,11,7,30,13.8,0.31,0.082,0.67,14,63,16,0,0,4.9,14,63,0,16,0.266,55.12,88.41,0.92,0.14,959,1.4,233,2.4,,,,,,,,,,,,,,,,,,
2013,11,11,8,30,17.4,0.3,0.084,0.67,63,562,194,0,0,4.9,63,562,0,194,0.266,43.69,76.48,0.92,0.14,959,1.4,233,3.9,,,,,,,,,,,,,,,,,,
2013,11,11,9,30,21,0.28,0.087,0.67,87,752,401,0,0,4.9,87,752,0,401,0.266,34.82,65.26,0.92,0.14,959,1.4,224,3.6,,,,,,,,,,,,,,,,,,
2013,11,11,10,30,24,0.28,0.088,0.67,100,843,577,0,0,4.6,100,843,0,577,0.267,28.5,55.54,0.92,0.14,959,1.4,216,3,,,,,,,,,,,,,,,,,,
2013,11,11,11,30,25.7,0.27,0.088,0.67,108,889,699,0,0,4.2,108,889,0,699,0.268,25.01,48.29,0.92,0.14,959,1.4,205,2.7,,,,,,,,,,,,,,,,,,
2013,11,11,12,30,27,0.27,0.089,0.67,112,906,755,0,0,3.7,112,906,0,755,0.269,22.31,44.74,0.92,0.14,958,1.4,198,3,,,,,,,,,,,,,,,,,,
2013,11,11,13,30,27.9,0.25,0.091,0.67,112,898,738,0,0,3.1,112,898,0,738,0.27,20.33,45.77,0.92,0.14,957,1.4,196,3.3,,,,,,,,,,,,,,,,,,
2013,11,11,14,30,28.3,0.24,0.095,0.67,109,867,653,0,0,2.6,109,867,0,653,0.271,19.17,51.1,0.92,0.14,956,1.3,195,3.6,,,,,,,,,,,,,,,,,,
2013,11,11,15,30,28.2,0.23,0.1,0.67,101,795,504,0,0,2.2,101,795,0,504,0.272,18.73,59.57,0.92,0.14,955,1.3,194,3.8,,,,,,,,,,,,,,,,,,
2013,11,11,16,30,27.3,0.22,0.106,0.67,85,653,308,0,0,1.9,85,653,0,308,0.272,19.39,70.05,0.92,0.14,955,1.3,193,3.9,,,,,,,,,,,,,,,,,,
2013,11,11,17,30,25.2,0.21,0.113,0.67,51,334,100,0,0,1.9,51,334,0,100,0.272,21.86,81.71,0.92,0.14,955,1.3,191,3.4,,,,,,,,,,,,,,,,,,
2013,11,11,18,30,22,0.21,0.116,0.67,0,0,0,0,0,2.1,0,0,0,0,0.272,26.92,94.28,0.92,0.14,956,1.3,189,2.8,,,,,,,,,,,,,,,,,,
2013,11,11,19,30,20.8,0.2,0.117,0.67,0,0,0,0,0,2.3,0,0,0,0,0.272,29.45,107.21,0.92,0.14,956,1.3,195,3.3,,,,,,,,,,,,,,,,,,
2013,11,11,20,30,19.7,0.2,0.116,0.67,0,0,0,0,0,2.5,0,0,0,0,0.272,31.87,120.42,0.92,0.14,957,1.2,201,3.2,,,,,,,,,,,,,,,,,,
2013,11,11,21,30,18.6,0.21,0.112,0.67,0,0,0,0,0,2.6,0,0,0,0,0.271,34.33,133.77,0.92,0.14,957,1.2,204,2.9,,,,,,,,,,,,,,,,,,
2013,11,11,22,30,17.5,0.21,0.107,0.67,0,0,0,0,0,2.6,0,0,0,0,0.27,36.88,147.07,0.92,0.14,957,1.2,206,2.5,,,,,,,,,,,,,,,,,,
2013,11,11,23,30,16.6,0.21,0.102,0.67,0,0,0,0,0,2.6,0,0,0,0,0.269,38.95,159.9,0.92,0.14,957,1.1,208,2.3,,,,,,,,,,,,,,,,,,
2013,11,12,0,30,15.8,0.21,0.098,0.67,0,0,0,0,0,2.5,0,0,0,0,0.268,40.75,169.82,0.92,0.14,957,1.1,211,2.3,,,,,,,,,,,,,,,,,,
2013,11,12,1,30,15.2,0.21,0.096,0.67,0,0,0,0,0,2.4,0,0,0,0,0.267,42.01,166.35,0.92,0.14,957,1.1,213,2.3,,,,,,,,,,,,,,,,,,
2013,11,12,2,30,14.6,0.21,0.095,0.67,0,0,0,0,0,2.2,0,0,0,0,0.267,43.28,154.48,0.92,0.14,957,1.1,214,2.3,,,,,,,,,,,,,,,,,,
2013,11,12,3,30,14.1,0.22,0.094,0.67,0,0,0,0,0,2.1,0,0,0,0,0.267,44.29,141.36,0.92,0.14,957,1.1,214,2.4,,,,,,,,,,,,,,,,,,
2013,11,12,4,30,13.5,0.22,0.093,0.67,0,0,0,0,0,2,0,0,0,0,0.267,45.54,128.02,0.92,0.14,956,1.2,214,2.5,,,,,,,,,,,,,,,,,,
2013,11,12,5,30,13.1,0.23,0.092,0.67,0,0,0,0,0,1.8,0,0,0,0,0.267,46.2,114.72,0.92,0.14,957,1.1,212,2.6,,,,,,,,,,,,,,,,,,
2013,11,12,6,30,12.7,0.23,0.091,0.67,0,0,0,0,0,1.5,0,0,0,0,0.267,46.58,101.63,0.92,0.14,957,1.1,210,2.8,,,,,,,,,,,,,,,,,,
2013,11,12,7,30,13.4,0.24,0.091,0.67,13,43,14,0,0,1.2,13,43,0,14,0.267,43.34,88.56,0.92,0.14,957,1.1,208,3.5,,,,,,,,,,,,,,,,,,
2013,11,12,8,30,16.1,0.23,0.095,0.67,66,540,191,0,0,0.7,66,540,0,191,0.268,35.2,76.66,0.92,0.14,958,1.1,207,4.8,,,,,,,,,,,,,,,,,,
2013,11,12,9,30,19.8,0.22,0.099,0.67,92,739,399,0,0,0.2,92,739,0,399,0.268,26.81,65.46,0.92,0.14,958,1.1,199,4.9,,,,,,,,,,,,,,,,,,
2013,11,12,10,30,23.6,0.2,0.104,0.67,109,828,575,0,0,0.1,109,828,0,575,0.269,21.22,55.78,0.92,0.14,958,1.1,187,5.4,,,,,,,,,,,,,,,,,,
2013,11,12,11,30,25.9,0.17,0.124,0.67,128,852,692,0,0,0.2,128,852,0,692,0.269,18.64,48.55,0.92,0.14,958,1.1,181,5.4,,,,,,,,,,,,,,,,,,
